1	Huzza! Huzza! cried the Court; and the little Princess laughed with pleasure.	0
2	'I am no son of thine, for thou art a beggar, and ugly, and in rags.	1
3	Conversation, indeed! said the Rocket.	8
4	It was the farthest corner of the garden, and in it was standing a little boy.	1
5	And at last he spoke to her, and his voice was hard and bitter.	2
6	Sweet-william grew there, and Gilly-flowers, and Shepherds'-purses, and Fair-maids of France.	0
7	Well, that is his loss, not mine, answered the Rocket.	8
8	My little boy has fallen off a ladder and hurt himself, and I am going for the Doctor.	3
9	The snow lay thick upon the ground, and upon the branches of the trees: the frost kept snapping the little twigs on either side of them, as they passed: and when they came to the Mountain–Torrent she was hanging motionless in air, for the Ice–King had kissed her.	6
10	I certainly will not allow Hans' nature to be spoiled.	4
11	OLD Stick! said the Rocket, "impossible! GOLD Stick, that is what he said.	6
12	So he ran in, filled with wonder and great gladness.	0
13	She was one of those people who think that, if you say the same thing over and over a great many times, it becomes true in the end.	8
14	And when he came quite close his face grew red with anger, and he said, "Who hath dared to wound thee?"	2
15	So the Star–Child went to the wood, and all day long he searched for the piece of red gold, but nowhere could he find it.	7
16	And a great terror seized upon him, and he said to the weaver, 'What robe is this that thou art weaving?'	3
17	'We often talked of you during the winter, Hans,' said the Miller, 'and wondered how you were getting on.'	8
18	The poor tree was still quite covered with frost and snow, and the North Wind was blowing and roaring above it.	1
19	It is quite evident that you have always lived in the country, answered the Rocket, "otherwise you would know who I am.	2
20	During the spring, the summer, and the autumn he was very happy, but when the winter came, and he had no fruit or flowers to bring to the market, he suffered a good deal from cold and hunger, and often had to go to bed without any supper but a few dried pears or some hard nuts.	1
21	He is a perfect monster, and would have no hesitation in breakfasting off them.	5
22	He was wrapped in furs, and he roared all day about the garden, and blew the chimney- pots down.	2
23	Wherefore I must go hence, and wander through the world till I find her, and she give me her forgiveness.'	7
24	The bride and bridegroom, for instance, love each other very dearly.	4
25	It is what I call selfishness, and selfishness is a most detestable thing, especially to any one of my temperament, for I am well known for my sympathetic nature.	4
26	Indeed, he was as one enamoured of beauty, and would mock at the weakly and ill–favoured, and make jest of them, and himself he loved, and in summer, when the winds were still, he would lie by the well in the priest’s orchard and look down at the marvel of his own face, and laugh for the pleasure he had in his fairness.	0
27	Here indeed is the true lover, said the Nightingale.	0
28	My roses are yellow, it answered, "as yellow as the hair of the mermaiden who sits upon an amber throne, and yellower than the daffodil that blooms in the meadow before the mower comes with his scythe.	0
29	He had bright beady eyes and stiff grey whiskers and his tail was like a long bit of black india-rubber.	4
30	For a red rose? they cried, "how very ridiculous!" and the little Lizard, who was something of a cynic, laughed outright.	5
31	But they have not lost their only son, said the Roman Candle; "no misfortune has happened to them at all."	6
32	And he bound the eyes of the Star–Child with the scarf of figured silk, and led him through the house, and through the garden of poppies, and up the five steps of brass.	6
33	'My dear friend, my best friend,' cried little Hans, 'you are welcome to all the flowers in my garden.	0
34	'How well you talk'! said the Miller's Wife, pouring herself out a large glass of warm ale, 'really I feel quite drowsy. 	0
35	Give me a red rose, she cried, "and I will sing you my sweetest song."	7
36	If they had lost their only son there would be no use in saying anything more about the matter.	1
37	It is so beautiful that I am sure it has a long Latin name"; and he leaned down and plucked it.	4
38	And the Squirrel answered, 'Thou hast slain mine.	1
39	There is no good talking to him, said a Dragon-fly, who was sitting on the top of a large brown bulrush; "no good at all, for he has gone away."	6
40	'Bare he not upon his neck a chain of amber?	7
41	'Nay,' he cried, laughing, 'but we will sell the foul thing for a slave, and his price shall be the price of a bowl of sweet wine.'	0
42	I don't understand you, answered the Water-rat.	5
43	But the Tree cried to the Nightingale to press closer against the thorn.	3
44	You are blind now, he said, "so I will stay with you always."	4
45	'Why! there is a crook of gold for whoever finds it,' they cried, and they set to and ran, so eager were they for the gold.	7
46	Bitter, bitter was the pain, and wilder and wilder grew her song, for she sang of the Love that is perfected by Death, of the Love that dies not in the tomb.	1
47	But the leper entreated him, and prayed of him, till the Star–Child had pity, and gave him the piece of white gold.	4
48	But the Roman Candle and the Bengal Light were quite indignant, and kept saying, "Humbug! humbug!" at the top of their voices.	2
49	'Hans,' said the Miller, 'I will give you my wheelbarrow.	7
50	Wherefore I will go and seek her through the whole world, nor will I rest till I have found her.'	7
51	Over his face hung a cowl of grey linen, and through the eyelets his eyes gleamed like red coals.	8
52	So the woman rose up, and went away into the forest weeping bitterly, and when the Star–Child saw that she had gone, he was glad, and ran back to his playmates that he might play with them.	6
53	'Well, really,' answered the Miller, 'as I have given you my wheelbarrow, I don't think that it is much to ask you for a few flowers.	2
54	That is the new method.	7
55	No red rose in all my garden! he cried, and his beautiful eyes filled with tears.	1
56	After some time a large White Duck swam up to him.	6
57	But where is your little companion? he said: "the boy I put into the tree."	7
58	Suddenly, a sharp, dry cough was heard, and they all looked round.	6
59	I suppose they are reserving me for some grand occasion, said the Rocket; "no doubt that is what it means," and he looked more supercilious than ever.	5
60	There is neither society here, nor solitude.	1
61	You must tell him to be sure and come here tomorrow, said the Giant.	7
62	Therefore get thee hence, and let me see thy foul face no more.'	2
63	And who knows if it will not bring us bad fortune?	3
64	Hallo! he cried, "what a bad rocket!" and he threw him over the wall into the ditch.	2
65	Now, if you could plough the fields like the ox, or draw a cart like the horse, or look after the sheep like the collie-dog, that would be something."	8
66	Is the story about me? asked the Water-rat.	0
67	I have no sympathy myself with industry of any kind, least of all with such industries as you seem to recommend.	2
68	It floated through the reeds of the river, and they carried its message to the sea.	4
69	Was not round him a cloak of gold tissue broidered with stars?'	7
70	What a strange thing! said the overseer of the workmen at the foundry.	6
71	He had six attendants with him, each of whom carried a lighted torch at the end of a long pole.	8
72	Why, indeed? whispered a Daisy to his neighbour, in a soft, low voice.	6
73	Now at the gate of the city there was seated one who was a leper.	5
74	'It has certainly been a hard day,' said little Hans to himself as he was going to bed, 'but I am glad I did not refuse the Miller, for he is my best friend, and, besides, he is going to give me his wheelbarrow.'	0
75	'They are certainly very lovely,' said Hans, 'and it is a most lucky thing for me that I have so many.	0
76	Well, upon my word, you are very ungrateful, said the Student angrily, and he threw the rose into the street, where it fell into the gutter, and a cart-wheel went over it.	2
77	So he ran away into the forest and called out to his mother to come to him, but there was no answer.	1
78	'Show it to me, for the house is bare, and we have need of many things.'	4
79	In fact, you should take example by me; you could not possibly have a better model.	7
80	I shall set the whole world on fire, and make such a noise that nobody will talk about anything else for a whole year.	7
81	'What a delightful time I shall have in my garden,' he said, and he went to work at once.	0
82	But she would neither eat nor drink, but said to the Woodcutter, 'Didst thou not say that the child was found in the forest?	7
83	You see the winter was a very bad time for me, and I really had no money at all to buy bread with.	1
84	A new arrival, I see! said the Frog.	6
85	But he said to her, 'I have found something in the forest, and I have brought it to thee to have care of it,' and he stirred not from the threshold.	6
86	It is your garden now, little children, said the Giant, and he took a great axe and knocked down the wall. 	7
87	'If poor Hans is in trouble I will give him half my porridge, and show him my white rabbits.'	0
88	It is pleasant to sit in the green wood, and to watch the Sun in his chariot of gold, and the Moon in her chariot of pearl.	0
89	'Truly,' answered the Woodcutter, 'it was even as thou sayest.'	0
90	But, alas! no gold was in it, nor silver, nor, indeed, treasure of any kind, but only a little child who was asleep.	1
91	I remember myself once--But it is no matter now. 	8
92	To–day thou shalt bring me the piece of white gold, and if thou bringest it not back, I will beat thee with a hundred stripes.	2
93	A horrible odour filled the place. 	5
94	We don't know, answered the children; "he has gone away."	8
95	And the Star–Child said to him, 'I have it not.'	8
96	But they took no notice of him at all till they were just going away.	6
97	But the Roman Candle and the Bengal Light were quite indignant, and kept saying, "Humbug! humbug!" at the top of their voices.	2
98	After he had waited there some time, he sold the sack of flour for a very good price, and then he returned home at once, for he was afraid that if he stopped too late he might meet some robbers on the way.	3
99	Boom! Boom! went the Roman Candle.	6
100	And when the scarf was taken off his eyes, the Star–Child found himself in a dungeon, that was lit by a lantern of horn.	5
101	That at least is my idea about friendship, and I am sure I am right.	4
102	The birds did not care to sing in it as there were no children, and the trees forgot to blossom.	1
103	Her long ermine-cloak reached right down to her feet, on her head was a tiny cap of silver tissue, and she was as pale as the Snow Palace in which she had always lived.	8
104	'Thou art mad to say so,' cried the Star–Child angrily. 	2
105	Fizz! Fizz! Fizz! and he went straight up into the air.	8
106	Let the fireworks begin, said the King; and the Royal Pyrotechnist made a low bow, and marched down to the end of the garden.	7
107	It took him the whole day to get there and back, and when he returned he was so tired that he went off to sleep in his chair, and did not wake up till it was broad daylight.	0
108	And after a time she turned round and looked at him, and her eyes were full of tears.	1
109	'That was kind of you,' said Hans, 'I was half afraid you had forgotten me.'	4
110	And he came in swiftly, and placed the child in her arms, and she kissed it, and laid it in a little bed where the youngest of their own children was lying.	0
111	I hope, at any rate, that you are going to take up your residence here."	7
112	Nor could he anywhere find the piece of white gold of which the Magician had spoken, though he sought for it from morn to noon, and from noon to sunset.	1
113	Therefore get thee hence, and let me see thee no more.'	2
114	Here is the basket, and mind you fill it quite full.'	3
115	What right have you to be happy?	8
116	I may be wrong, but I should have thought that friendship, true friendship, was quite free from selfishness of any kind.'	4
117	I am merely a visitor, a distinguished visitor.	8
118	So cold was it that even the animals and the birds did not know what to make of it.	3
119	Well, after all there is nothing like mud.	8
120	The next day the workmen came to put everything tidy.	8
121	It is really too dreadful!	3
122	What a terrible misfortune! 	1
123	And the Giant stole up behind him and took him gently in his hand, and put him up into the tree.	4
124	Only the little boy did not run, for his eyes were so full of tears that he did not see the Giant coming.	1
125	It may be so with you, he answered; "indeed, I have no doubt that it is, but with me it is different.	8
126	And when the Moon shone in the heavens the Nightingale flew to the Rose-tree, and set her breast against the thorn.	1
127	'Nay,' said the Star–Child, 'but thou art too foul to look at, and rather would I kiss the adder or the toad than thee.'	5
128	But go to my brother who grows beneath the Student's window, and perhaps he will give you what you want."	4
129	Then the Squibs danced all over the place, and the Bengal Lights made everything look scarlet.	6
130	I had thoughts of entering public life once myself, remarked the Duck; "there are so many things that need reforming.	4
131	The little ducks were swimming about in the pond, looking just like a lot of yellow canaries, and their mother, who was pure white with real red legs, was trying to teach them how to stand on their heads in the water.	0
132	So little Hans worked away for the Miller, and the Miller said all kinds of beautiful things about friendship, which Hans took down in a note-book, and used to read over at night, for he was a very good scholar.	0
133	All night long she sang, and the thorn went deeper and deeper into her breast, and her life-blood ebbed away from her.	1
134	I don't think much of that, said the Duck, "as I cannot see what use it is to any one.	2
135	And forgetting his own sorrow he ran back to the place, and saw there a little Hare caught in a trap that some hunter had set for it.	0
136	Romance is a thing of the past."	1
137	'Nonsense!' growled the Wolf.	2
138	I hate rudeness and bad manners of every kind, for I am extremely sensitive.	5
139	Get thee hence, for we will not suffer thee to play with us,' and they drave him out of the garden.	2
140	Crimson was the girdle of petals, and crimson as a ruby was the heart.	0
141	Death is a great price to pay for a red rose, cried the Nightingale, "and Life is very dear to all.	3
142	He hastened across the grass, and came near to the child.	7
143	The Prince and Princess would never be happy again, their whole married life would be spoiled; and as for the King, I know he would not get over it.	1
144	This is evidently a deputation, said the Rocket; "I will receive them with becoming dignity" so he put his nose in the air, and began to frown severely as if he were thinking about some very important subject.	8
145	'How shall I thank thee?' said the Star–Child, 'for lo! this is the second time that you have succoured me.'	4
146	What I sing of, he suffers--what is joy to me, to him is pain.	1
147	But none of you have any hearts.	5
148	And wherever the Star–Child led them they followed, and whatever the Star–Child bade them do, that did they.	8
149	You have talked the whole time yourself.	8
150	Genius like mine is sure to be appreciated some day; and he sank down a little deeper into the mud.	7
151	Why, I don't believe you have even got silver buckles to your shoes as the Chamberlain's nephew has, and she got up from her chair and went into the house.	5
152	His hair is dark as the hyacinth-blossom, and his lips are red as the rose of his desire, but passion has made his face like pale ivory, and sorrow has set her seal upon his brow.	7
153	What a curious thing! he cried; "there is not a single cloud in the sky, the stars are quite clear and bright, and yet it is raining.	6
154	Yet was his heart heavy, for he knew what evil fate awaited him.	4
155	I will build it out of music by moonlight, and stain it with my own heart's-blood.	1
156	And when I soar up into the air I intend to tell the stars all about it.	7
157	'I am very sorry,' said little Hans, rubbing his eyes and pulling off his night-cap, 'but I was so tired that I thought I would lie in bed for a little time, and listen to the birds singing.	0
158	'I am seeking for my mother,' he answered, 'and I pray ye to suffer me to pass, for it may be that she is in this city.'	7
159	There stood the Miller with a lantern in one hand and a big stick in the other.	0
160	I should expect my devoted friend to be devoted to me, of course.	4
161	There is no good in my going to see little Hans as long as the snow lasts,' the Miller used to say to his wife, 'for when people are in trouble they should be left alone, and not be bothered by visitors.	4
162	He said to the Mole, 'Thou canst go beneath the earth. Tell me, is my mother there?'	3
163	And a bitter wind from the forest came in through the open door, and made her tremble, and she shivered, and said to him: 'Wilt thou not close the door?	3
164	And he took the cloak and the amber chain from the chest where they lay, and showed them to her.	0
165	There cometh a bitter wind into the house, and I am cold.'	3
166	And what dost thou seek in the wood?'	8
167	'What do you want, little Hans?'	7
168	For they have thrust me out of the city, and there is no one who has pity on me.'	1
169	And when he saw the Star–Child coming, he struck upon a wooden bowl, and clattered his bell, and called out to him, and said, 'Give me a piece of money, or I must die of hunger.	7
170	Indeed, I took the chair at a meeting some time ago, and we passed resolutions condemning everything that we did not like.	2
171	 For if false lips touched it, it grew grey and dull and cloudy.	1
172	And after that they had gone through many streets they came to a little door that was set in a wall that was covered with a pomegranate tree.	4
173	You will never be in the best society unless you can stand on your heads, she kept saying to them, and every now and then she showed them how it was done.	6
174	Nonsense! said the Roman Candle.	2
175	Pyrotechnic, Pyrotechnic, you mean, said a Bengal Light; "I know it is Pyrotechnic, for I saw it written on my own canister."	2
176	'How shall I reward thee?' cried the Star–Child, 'for lo! this is the third time thou hast succoured me.'	4
177	And the Woodcutter answered, 'Yea, it was in the forest that I found him, and it is ten years from this day.'	0
178	Night after night have I sung of him, though I knew him not: night after night have I told his story to the stars, and now I see him.	6
179	Suddenly she spread her brown wings for flight, and soared into the air.	7
180	The children of the Woodcutter, and the other children of the village, he despised, saying that they were of mean parentage, while he was noble, being sprang from a Star, and he made himself master over them, and called them his servants.	5
181	So the Nightingale pressed closer against the thorn, and louder and louder grew her song, for she sang of the birth of passion in the soul of a man and a maid.	0
182	Do you think it will be a wet afternoon?	7
183	In all the country-side there was no garden so lovely as his.	0
184	But when he saw her who was waiting there, he laughed scornfully and said, 'Why, where is my mother?	2
185	And to the little Squirrel who lived in the fir–tree, and was lonely, he said, 'Where is my mother?'	0
186	Gold Stick is very complimentary.	8
187	And the Star–Child grew red with anger, and stamped his foot upon the ground, and said, 'Who art thou to question me what I do?	2
188	But there is no red rose in my garden, so I shall sit lonely, and she will pass me by.	1
189	One is of white gold, and another is of yellow gold, and the gold of the third one is red.	6
190	If you want a red rose, said the Tree, "you must build it out of music by moonlight, and stain it with your own heart's-blood.	5
191	'Truly,' answered his companion, 'much is given to some, and little is given to others.	1
192	Oh! dear no, cried the Rocket.	6
193	Quite dead, whispered the Catherine Wheel, and she went off to sleep.	1
194	I have not actually appeared myself, but when I do so it will be a magnificent sight.	7
195	'Nay, but God careth for the sparrows even, and feedeth them,' he answered.	4
196	So the Magician fell upon him, and beat him, and set before him an empty trencher, and said, 'Eat,' and an empty cup, and said, 'Drink,' and flung him again into the dungeon.	2
197	But they mocked at him, and one of them wagged a black beard, and set down his shield and cried, 'Of a truth, thy mother will not be merry when she sees thee, for thou art more ill–favoured than the toad of the marsh, or the adder that crawls in the fen.	5
198	I shall probably go back to Court, for I know that I am destined to make a sensation in the world.	7
199	The red rose heard it, and it trembled all over with ecstasy, and opened its petals to the cold morning air.	0
200	Nay, but it is a Star–Child,' he answered, and he told her the strange manner of the finding of it.	0
201	Give me a red rose, she cried, "and I will sing you my sweetest song."	7
202	Here is the reddest rose in all the world.	0
203	The daughter of the Professor was sitting in the doorway winding blue silk on a reel, and her little dog was lying at her feet.	0
204	From her nest in the holm-oak tree the Nightingale heard him, and she looked out through the leaves, and wondered.	6
205	She has form, he said to himself, as he walked away through the grove--"that cannot be denied to her, but has she got feeling?	5
206	And he was filled with joy, and seized it, and said to the Hare, 'The service that I did to thee thou hast rendered back again many times over, and the kindness that I showed thee thou hast repaid a hundred–fold.'	0
207	Wherefore art thou so cruel to all who need pity?'	2
208	Ungrateful! said the girl.	6
209	Why, indeed? said a Butterfly, who was fluttering about after a sunbeam.	6
210	Come with me, my son, for I have need of thy love.'	0
211	My nerves are certainly very much shattered, and I require rest."	3
212	How should I know?'	5
213	I will go to the well of water and look into it, and it shall tell me of my beauty.'	7
214	He did not hate the Winter now, for he knew that it was merely the Spring asleep, and that the flowers were resting.	8
215	You are a very irritating person," said the Rocket, "and very illbred.	2
216	So he returned to his room and pulled out a great dusty book, and began to read.	7
217	Quack, quack, quack, she said.	8
218	Years went over, and the Giant grew very old and feeble. 	1
219	Then ten o'clock struck, and then eleven, and then twelve, and at the last stroke of midnight every one came out on the terrace, and the King sent for the Royal Pyrotechnist.	7
220	Now there passed one day through the village a poor beggar–woman.	7
221	May I ask were you born like that, or is it the result of an accident?	6
222	'Oh, I am so sorry,' said Hans, 'but I am really very busy to-day.	1
223	She would not sacrifice herself for others.	5
224	Why, you don't even know him, growled the Roman Candle.	5
225	He flew into dark lanes, and saw the white faces of starving children looking out listlessly at the black streets.	1
226	But his companion answered him: 'Nay, but it were an evil thing to leave the child to perish here in the snow, and though I am as poor as thou art, and have many mouths to feed, and but little in the pot, yet will I bring it home with me, and my wife shall have care of it.'	4
227	But what is the good of friendship if one cannot say exactly what one means?	4
228	So the Hail came. 	8
229	How very silly of him not to stay here! said the Rocket.	2
230	And at noon the Student opened his window and looked out.	1
231	My own garden is my own garden, said the Giant; "any one can understand that, and I will allow nobody to play in it but myself."	8
232	There was no doubt about it.	4
233	'Into a house where a heart is hard cometh there not always a bitter wind?' he asked.	8
234	And the Star–Child said to it, 'I am seeking for a piece of white gold, nor can I anywhere find it, and if I bring it not to my master he will beat me.'	3
235	He was so damp with crying that he could not go off at all.	1
236	What are you doing here? he cried in a very gruff voice, and the children ran away.	2
237	I have given you my wheelbarrow, and now you are going to give me your plank.	4
238	Bang! Bang! Bang! went the gunpowder.	6
239	For on the palms of the child's hands were the prints of two nails, and the prints of two nails were on the little feet.	8
240	All night long she sang with her breast against the thorn, and the cold crystal Moon leaned down and listened.	7
241	It is quite remarkable how one good action always breeds another.	0
242	Only true lovers could drink out of this cup.	4
243	So he built a high wall all round it, and put up a notice-board.	8
244	But he lives so far away, and it is such a bad night, that it has just occurred to me that it would be much better if you went instead of me.	4
245	What an honour! cried all the courtiers.	6
246	And the Star–Child said to him, 'I have in my wallet but one piece of yellow gold, and if I bring it not to my master he will beat me and keep me as his slave.'	3
247	His lips, also, were like the petals of a red flower, and his eyes were like violets by a river of pure water, and his body like the narcissus of a field where the mower comes not.	0
248	And one of them ran faster than his mate, and outstripped him, and forced his way through the willows, and came out on the other side, and lo! there was indeed a thing of gold lying on the white snow.	0
249	There is nothing in you; you are hollow and empty.	5
250	Let me tell you a story on the subject, said the Linnet.	7
251	He saw a most wonderful sight. 	6
252	After the banquet there was to be a Ball.	7
253	In fact, it was only yesterday that I heard the farmer's wife say to her mother that she could not get a wink of sleep at night on account of us.	8
254	Tell it to me, said the Nightingale, "I am not afraid."	4
255	There were damask Roses, and yellow Roses, lilac Crocuses, and gold, purple Violets and white. Columbine and Ladysmock, Marjoram and Wild Basil, the Cowslip and the Flower-de-luce, the Daffodil and the Clove-Pink bloomed or blossomed in their proper order as the months went by, one flower taking another flower's place, so that there were always beautiful things to look at, and pleasant odours to smell.	0
256	Once they sank into a deep drift, and came out as white as millers are, when the stones are grinding, and once they slipped on the hard smooth ice where the marsh–water was frozen, and their faggots fell out of their bundles, and they had to pick them up and bind them together again, and once they thought that they had lost their way, and a great terror seized on them, for they knew that the Snow is cruel to those who sleep in her arms.	3
257	Now this wood was very fair to look at from without, and seemed full of singing birds and of sweet–scented flowers, and the Star–Child entered it gladly.	0
258	The little Princess had never seen a firework in her life, so the King had given orders that the Royal Pyrotechnist should be in attendance on the day of her marriage.	6
259	My good creature, cried the Rocket in a very haughty tone of voice, "I see that you belong to the lower orders.	2
260	But the Tree shook its head.	1
261	He was very much annoyed that he could not get a word in.	2
262	For I have suffered much to find thee.'	7
263	And when he came to the Magician’s house, the Magician opened to him, and brought him in, and said to him, 'Hast thou the piece of white gold?'	7
264	Yet, after that they had laughed they became sad, for they remembered their poverty, and one of them said to the other, 'Why did we make merry, seeing that life is for the rich, and not for such as we are?	1
265	And one of them said to the other: 'This is a bitter ending to our hope, nor have we any good fortune, for what doth a child profit to a man?	5
266	Who art thou? said the Giant, and a strange awe fell on him, and he knelt before the little child.	3
267	For I have denied my mother, and driven her away, and been proud, and cruel to her.	1
268	See that thou bringest the white gold, or it shall go ill with thee, for thou art my slave, and I have bought thee for the price of a bowl of sweet wine.'	2
269	'Alack, goodman!' she murmured, 'have we not children of our own, that thou must needs bring a changeling to sit by the hearth?	5
270	I will put that poor little boy on the top of the tree, and then I will knock down the wall, and my garden shall be the children's playground for ever and ever."	7
271	Then she gave one last burst of music.	7
272	She said that she would dance with me if I brought her red roses, cried the young Student, "but in all my garden there is no red rose."	7
273	And on the third day he came to the other side of the forest and went down into the plain.	6
274	Her garments were torn and ragged, and her feet were bleeding from the rough road on which she had travelled, and she was in very evil plight.	3
275	Press closer, little Nightingale, cried the Tree, "or the Day will come before the rose is finished."	7
276	And when his wife opened the door and saw that her husband had returned safe to her, she put her arms round his neck and kissed him, and took from his back the bundle of faggots, and brushed the snow off his boots, and bade him come in.	0
277	No one in the whole world is so sensitive as I am, I am quite sure of that.	4
278	Indeed, I have always been of opinion that hard work is simply the refuge of people who have nothing whatever to do."	5
279	When she had finished her song the Student got up, and pulled a note-book and a lead-pencil out of his pocket.	6
280	Who art thou to bring pain into God’s world?	3
281	How should I fly?'	5
282	But the Star–Child stirred not from his place, but shut the doors of his heart against her, nor was there any sound heard save the sound of the woman weeping for pain.	1
283	How fortunate it is for the King's son, he remarked, "that he is to be married on the very day on which I am to be let off.	7
284	Little Hans was very much distressed at times, as he was afraid his flowers would think he had forgotten them, but he consoled himself by the reflection that the Miller was his best friend.	4
285	Come, let us drive her hence, for she is ugly and ill– favoured.'	5
